Feature,Importance
model 740,21.92775075062648
manufacturer OPEL,21.927032627040624
mileage 87538 km,21.92122033341405
mileage 62707 km,21.90205225558093
model HHR,21.890315999863745
mileage 84918 km,21.879258565468977
mileage 83891 km,21.878416251002943
mileage 800 km,21.87602266299169
mileage 239000 km,21.871179850620653
mileage 132645 km,21.850576886707678
mileage 89962 km,21.810835043060557
mileage 63383 km,21.808416267903596
mileage 160242 km,21.789784956934803
mileage 37106 km,21.78349848255799
mileage 107523 km,21.7708451444118
mileage 91804 km,21.76478448258557
mileage 237178 km,21.74915686617351
mileage 126184 km,21.730779901871642
levy 1756,21.726619531305904
mileage 142380 km,21.726619430396948
mileage 227853 km,21.71535428744067
mileage 152278 km,21.71500029595498
mileage 127983 km,21.708833845686115
mileage 211214 km,21.673170936192374
mileage 36470 km,21.65883582255151
mileage 74909 km,21.65711588614352
mileage 48035 km,21.640463312613935
mileage 1232 km,21.631487993844964
mileage 93650 km,21.630688201225855
levy 1515,21.620881266312235
mileage 38972 km,21.61494751780565
mileage 127906 km,21.601636857842387
mileage 59304 km,21.59698154397733
mileage 60080 km,21.59583866028523
mileage 73548 km,21.572298601107725
mileage 115859 km,21.572144060874077
mileage 143392 km,21.56774691045609
mileage 135914 km,21.565716569730018
mileage 224500 km,21.55844933644594
mileage 66379 km,21.55363543100042
mileage 270326 km,21.5479280935735
mileage 38945 km,21.543304214753952
mileage 70344 km,21.534407268493386
mileage 65006 km,21.50267099994793
mileage 68876 km,21.492509892986785
mileage 188603 km,21.480971258705242
mileage 72608 km,21.462879719851607
mileage 17466 km,21.45400584842491
mileage 165845 km,21.451226207658497
mileage 92627 km,21.450281738859353
mileage 106989 km,21.440627333540544
mileage 56000 km,21.43896780742009
mileage 134571 km,21.435416978731062
mileage 189949 km,21.419043055491816
mileage 146019 km,21.410073836096068
mileage 70338 km,21.40506144412125
mileage 52352 km,21.384457559833955
mileage 61701 km,21.37773273712273
mileage 73323 km,21.372598087343317
mileage 127632 km,21.37171725247758
mileage 40645 km,21.37109805524227
mileage 120923 km,21.361505547468436
model Panamera,21.360675300780017
mileage 208082 km,21.345021519616072
mileage 57700 km,21.340066860486505
mileage 71672 km,21.33997953915761
mileage 70835 km,21.33791153513058
mileage 99520 km,21.315533429807246
mileage 163024 km,21.309851385593092
mileage 118997 km,21.289536502181907
mileage 94602 km,21.289227353333334
mileage 140414 km,21.28920098865737
mileage 103677 km,21.288542865234806
mileage 11261 km,21.287643034807417
model Cayman,21.25422902758326
mileage 1166 km,21.254228994868445
mileage 68201 km,21.245940569673696
mileage 256886 km,21.234214753862673
mileage 60650 km,21.226050941088644
model Camry Hybrid,21.210677835114836
mileage 78490 km,21.21067782908507
mileage 311337 km,21.192952077346682
mileage 571321 km,21.18603979052818
mileage 207606 km,21.158497316018327
levy 1586,21.15813190095585
mileage 64741 km,21.155951844073936
model 114,21.155593516761808
mileage 117536 km,21.136387744824347
model 400X,21.136387744417203
mileage 244538 km,21.12561257399939
mileage 6384 km,21.119655394373158
mileage 71202 km,21.11528631708795
mileage 68126 km,21.10880971607604
mileage 180234 km,21.10602250059998
mileage 196882 km,21.10164634630613
mileage 53310 km,21.094653107117608
mileage 211810 km,21.09030999022758
mileage 214480 km,21.088921086726074
mileage 8100 km,21.07512063595753
mileage 30504 km,21.043322098856702
mileage 119098 km,21.0394511945014
mileage 87534 km,21.039098182528726
mileage 119394 km,21.036647703198717
mileage 131872 km,21.032826555204426
mileage 157760 km,21.01673028703302
mileage 86280 km,20.97391654656301
mileage 86227 km,20.972211196290935
mileage 200960 km,20.945935642967807
mileage 96242 km,20.940453863337318
mileage 143564 km,20.923498270269555
model Mazda 5,20.923498239321212
mileage 122128 km,20.906859074671498
mileage 176973 km,20.868375826146465
mileage 141438 km,20.86362606749174
model B-MAX,20.860303598872367
mileage 119194 km,20.84309304514716
mileage 158344 km,20.818771084472278
mileage 145567 km,20.815144997052016
mileage 45845 km,20.811393646801527
mileage 38235 km,20.807554597047545
mileage 90660 km,20.80651152162078
mileage 546691 km,20.794817441730224
mileage 510853 km,20.790163168965748
mileage 431626 km,20.78905720337544
mileage 595426 km,20.785001995051047
mileage 603970 km,20.784679421647304
mileage 510248 km,20.78039380424573
mileage 603446 km,20.77643075992593
mileage 411260 km,20.773573681933005
mileage 104697 km,20.77141642350657
mileage 133554 km,20.765822622811257
mileage 135884 km,20.757563548352802
mileage 138520 km,20.75187548234587
levy 279,20.751875372534155
mileage 133363 km,20.74592442655337
mileage 267264 km,20.744342283122368
mileage 26757 km,20.72542960998783
mileage 3200 km,20.715510616463533
mileage 103112 km,20.71299335318513
mileage 157802 km,20.703809535843906
mileage 92888 km,20.686620030853987
mileage 119352 km,20.680584724223745
mileage 116000 km,20.65078289171664
mileage 89525 km,20.64475125048527
mileage 255114 km,20.63961657843669
mileage 107179 km,20.636005040412677
mileage 133346 km,20.594731288038133
mileage 202994 km,20.59248383561962
mileage 156834 km,20.58607129806087
model Q7 sport,20.57933271757668
mileage 420794 km,20.571422827919776
mileage 86616 km,20.567780378502796
mileage 188679 km,20.566576993922823
mileage 85678 km,20.54461656900606
mileage 35163 km,20.531885835116015
mileage 124912 km,20.529641502068007
mileage 100900 km,20.526038273204584
mileage 36871 km,20.52482467342842
mileage 219232 km,20.521122604479924
mileage 33693 km,20.52076587265397
mileage 82141 km,20.516867185254753
mileage 142469 km,20.516798880188233
mileage 110539 km,20.51125155967516
mileage 81070 km,20.509840614566517
mileage 182400 km,20.508414014807055
mileage 140944 km,20.50093310717482
mileage 82160 km,20.497477740174013
mileage 57874 km,20.489931826631622
mileage 65400 km,20.46890152182266
mileage 114510 km,20.467164566414603
model Prius ფლაგინი,20.442076755547827
mileage 262400 km,20.442076753340956
mileage 111936 km,20.440245155075253
mileage 173490 km,20.43796475725112
mileage 62876 km,20.43272617574721
mileage 64098 km,20.417866162836457
levy 724,20.417866101205487
model 2107,20.417866071890845
mileage 97896 km,20.37928734779605
mileage 261160 km,20.37359509540761
levy 551,20.340711117674353
mileage 127515 km,20.336925536416672
mileage 120337 km,20.32373083455446
mileage 21659 km,20.291849083298953
mileage 148000 km,20.287452508753553
mileage 121456 km,20.28731119114793
mileage 66366 km,20.28148530579163
mileage 234618 km,20.265462248343848
mileage 263338 km,20.26391414183829
mileage 123843 km,20.262057921207116
mileage 199500 km,20.254284463133448
mileage 126410 km,20.24742495852451
mileage 132502 km,20.230339200908862
model A 140,20.214657378761228
mileage 149962 km,20.203088932868678
mileage 160813 km,20.17741335490576
mileage 67272 km,20.148290628114506
mileage 117469 km,20.14080777344023
mileage 94949 km,20.127229019490457
mileage 182901 km,20.125852866602003
mileage 87688 km,20.113160718215216
levy 1156,20.11316070403524
mileage 73856 km,20.101447364659002
mileage 135410 km,20.08266592519023
mileage 228307 km,20.048296462743664
mileage 74594 km,20.030894370808998
mileage 81036 km,20.002910545725445
mileage 96334 km,19.996947303648287
mileage 126116 km,19.98746987500624
mileage 86541 km,19.986827493052186
mileage 236190 km,19.981671732172185
mileage 29763 km,19.973295902541857
mileage 120345 km,19.961410102248404
mileage 134990 km,19.95842236197238
mileage 130791 km,19.940321754277964
mileage 453750 km,19.920087124987027
mileage 166774 km,19.90234649214707
mileage 119213 km,19.90144342122579
mileage 100358 km,19.884646959807085
mileage 105403 km,19.882391174436037
mileage 70304 km,19.87651351843056
mileage 174002 km,19.875828531354017
mileage 60677 km,19.869834886503938
mileage 106724 km,19.858931184161612
mileage 84640 km,19.858515544051844
mileage 147957 km,19.85791517719219
mileage 16574 km,19.841984159061457
levy 460,19.813175210873712
mileage 127746 km,19.80576413821566
mileage 132429 km,19.79722014067157
mileage 153616 km,19.792434994951158
mileage 148640 km,19.790981311000237
mileage 120309 km,19.767990071623856
mileage 233454 km,19.767511303798972
mileage 163472 km,19.766911024336807
mileage 38914 km,19.752518408711023
mileage 162520 km,19.730113904427217
mileage 62976 km,19.726120104278998
mileage 120417 km,19.722214469016578
mileage 177590 km,19.720961459808976
mileage 65283 km,19.719414825838165
mileage 110467 km,19.715115525593706
mileage 23603 km,19.70586503646422
model Veloster R-spec,19.70162485751131
mileage 53440 km,19.69929554780329
mileage 105523 km,19.68634350564036
mileage 63500 km,19.676007697164067
mileage 187862 km,19.666476449227915
levy 761,19.66029460377702
mileage 140633 km,19.65301503330576
mileage 34682 km,19.641966958451377
mileage 278223 km,19.637059521956143
mileage 202355 km,19.626832894494985
levy 1110,19.61883945697695
mileage 21037 km,19.618839379692606
mileage 280622 km,19.608120083090753
mileage 679836 km,19.606510477932698
mileage 310886 km,19.600839141498632
levy 271,19.597451383091837
mileage 101315 km,19.593793404762245
mileage 79995 km,19.588761329338713
mileage 71400 km,19.587971006557886
mileage 43840 km,19.577989464941897
mileage 146978 km,19.56884677722267
mileage 107899 km,19.55409298680993
mileage 209224 km,19.539071961149617
mileage 97907 km,19.515827393151017
mileage 71908 km,19.512447206449064
mileage 127669 km,19.506852873673797
mileage 86359 km,19.480195205818397
model Verisa,19.465060406753825
mileage 379218 km,19.460746060459538
mileage 212000 km,19.454962905313398
mileage 204874 km,19.45284401463035
mileage 105311 km,19.44967928200073
mileage 221760 km,19.437216753263463
mileage 217960 km,19.428792712818364
mileage 127870 km,19.42567192689083
mileage 158714 km,19.42240474415882
mileage 110969 km,19.415496679087365
mileage 51966 km,19.397693235916236
mileage 146644 km,19.391886992836405
mileage 143370 km,19.36262216795233
mileage 58864 km,19.352031892148084
mileage 232853 km,19.31441091766247
mileage 122740 km,19.311513574253315
mileage 56552 km,19.308109399566412
mileage 83099 km,19.30787513172967
mileage 104805 km,19.30074518976744
levy 328,19.300745170296253
mileage 117006 km,19.29536706957241
mileage 200091 km,19.293037063841314
mileage 295126 km,19.259291055033405
mileage 244266 km,19.25332883485234
mileage 114000 km,19.24927898507324
mileage 30157 km,19.242818013726676
mileage 131272 km,19.231040668140057
mileage 68211 km,19.223609461684145
mileage 115485 km,19.21307387197368
mileage 119230 km,19.201182081757082
levy 626,19.188521873012107
mileage 160795 km,19.178768854392885
model 300,19.173002236669685
model 500 Abarth,19.170286502320927
mileage 109446 km,19.14505123776061
mileage 100369 km,19.144990358107954
mileage 151334 km,19.113690981121966
mileage 30574 km,19.10935788753319
mileage 109798 km,19.10159329211962
mileage 148454 km,19.097108131386925
mileage 54500 km,19.09421144366855
mileage 129927 km,19.091177577637907
mileage 133778 km,19.079111582473413
mileage 68515 km,19.0789321799918
mileage 72960 km,19.07869594230676
mileage 207306 km,19.06198571419851
mileage 27700 km,19.0611706399892
mileage 154312 km,19.04052456824131
mileage 52516 km,19.022551675636056
mileage 25323 km,19.006098238251727
mileage 238469 km,19.00523509063518
mileage 118643 km,18.972523487331642
mileage 13147 km,18.96264116287185
mileage 71627 km,18.955304957057084
mileage 103543 km,18.951518023358513
mileage 97627 km,18.9467060342675
mileage 238558 km,18.935683229209385
mileage 149445 km,18.92937508828873
mileage 67630 km,18.928006179800793
mileage 200221 km,18.91263012835338
mileage 97277 km,18.90767208665405
mileage 225600 km,18.90420674562149
mileage 169141 km,18.896458063865314
mileage 105328 km,18.891630363065158
mileage 191108 km,18.887922459483043
mileage 147947 km,18.88454374212796
mileage 64522 km,18.88164425336939
mileage 89736 km,18.87494654251831
mileage 50510 km,18.86675617506255
mileage 78373 km,18.85442760284371
mileage 98768 km,18.83680399316061
mileage 108630 km,18.82391249644935
mileage 142714 km,18.79253869702897
mileage 40973 km,18.792308191203947
mileage 214420 km,18.785239231780956
mileage 219773 km,18.784588109382568
mileage 82658 km,18.783658904159772
mileage 65691 km,18.77149162081872
mileage 9607 km,18.77003205160065
mileage 54734 km,18.76894596518994
mileage 413499 km,18.767282919990635
mileage 574647 km,18.766683854872714
mileage 91810 km,18.748262340442913
mileage 59858 km,18.727440101677864
mileage 74221 km,18.713925998388138
mileage 137328 km,18.700509977108734
mileage 73401 km,18.695010226895093
mileage 118432 km,18.678309980165015
mileage 72872 km,18.670456218721434
mileage 132603 km,18.66728534131383
mileage 68200 km,18.666862567661706
mileage 155000 km,18.655702238901235
mileage 232507 km,18.655054759244194
mileage 136711 km,18.653656512541364
mileage 61803 km,18.644748585915625
mileage 107855 km,18.615714527795692
model Transit,18.615486930574168
mileage 244067 km,18.6094886543172
mileage 63558 km,18.604765371738292
mileage 116092 km,18.597097488007375
mileage 189216 km,18.59229162811294
mileage 51722 km,18.589089417496055
mileage 251120 km,18.57350766140509
mileage 207768 km,18.545840559624686
mileage 66846 km,18.541559149623886
mileage 78194 km,18.534837340698047
mileage 107483 km,18.52949208651555
mileage 131674 km,18.521175249656203
mileage 31090 km,18.50424667304007
model Pacifica,18.504246589862817
mileage 270320 km,18.49079292507211
mileage 20100 km,18.465769492910493
mileage 91468 km,18.459438993516088
mileage 65594 km,18.445133199836953
model Camry sport se,18.44093938191097
mileage 146216 km,18.433287478165255
mileage 174309 km,18.432829517427198
mileage 55790 km,18.431502789008093
mileage 80687 km,18.4203929749433
mileage 151357 km,18.418820472005116
mileage 188200 km,18.41433928646067
mileage 149123 km,18.41291063708743
mileage 29000 km,18.411310233591955
mileage 67232 km,18.396485210044073
mileage 40122 km,18.381701071428793
mileage 111747 km,18.378792184487605
mileage 37029 km,18.354067050878893
mileage 77872 km,18.345388558635637
mileage 74279 km,18.344142235294452
mileage 81348 km,18.343772778306
mileage 80661 km,18.342295541944125
mileage 71402 km,18.340955668247933
mileage 91677 km,18.31647530986349
mileage 181659 km,18.311408097237265
mileage 75486 km,18.309323999704212
mileage 58401 km,18.29620521330761
mileage 152914 km,18.292253279165777
mileage 113002 km,18.288841380998893
mileage 25758 km,18.284264161284536
mileage 59272 km,18.279663574331842
mileage 204318 km,18.272427627484355
mileage 78608 km,18.270622666041668
mileage 48064 km,18.269282685880516
mileage 134835 km,18.254287784398812
model Focus TITANIUM,18.248804817663927
mileage 168179 km,18.240173936032047
model TLX,18.228810375783926
mileage 209843 km,18.215536570462046
mileage 164800 km,18.209041975871617
mileage 70907 km,18.208516034689058
mileage 233720 km,18.176005758657396
mileage 58899 km,18.17229397744683
mileage 252253 km,18.171647784570748
mileage 143678 km,18.168399179439408
mileage 41157 km,18.16246721712715
mileage 109629 km,18.151746511331126
mileage 273186 km,18.145429347076533
